query,article,article_id,score
Ban sự kiện chịu trách nhiệm những phần việc nào?,"Các thành viên tiêu biểu: Chế Đình Sơn: Người sáng lập - Chủ nhiệm khóa 2010-2011, Nguyễn Tuấn Ninh: Phó chủ nhiệm CLB khóa 2011-2012, Cao Hải Yến: Chủ nhiệm CLB khóa 2011-2012, Chu Ngọc Định: Trưởng ban Tài chính - Nhân sự khóa 2012-2013, Lại Đắc Việt: Trưởng ban Đào Tạo khóa 2012-2013, Lê Văn Thanh: Trưởng ban Sự Kiện khóa 2012-2013, Lê Xuân Tùng: Trưởng ban Đào Tạo khóa 2013-2014, Trần Hoàng Linh: Trưởng ban sự kiện khóa 2013-2014, Nguyễn Hoàng Nam: Chủ nhiệm khóa 2015-2016, Trần Phú Quang: Phó chủ nhiệm khóa 2015-2016, Đàm Bá Quyền: Chủ nhiệm khóa 2016-2017, Nguyễn Nhân Đức: Phó Chủ Nhiệm khóa 2016-2017, Bùi Thị, Anh Phương: Trưởng ban Sự Kiện khóa 2016-2017, Nguyễn Công Hậu: Trưởng ban truyền thông khóa 2016-2107, Nguyễn Thắng Hải An: Phó chủ nhiệm khóa 2016-2107, Nguyễn Thị Phương: Trưởng ban tài chính nhân sự khóa 2016-2017, Triệu Khương Duy: Phó chủ nhiệm khóa 2017-2018, Nguyễn Quốc Bình: Chủ nhiệm khóa 2017-2018, Chu Văn Đăng: Trưởng ban sự kiện khóa 2017-2018, Lê Duy Bách: Thành viên ban đào tạo khóa 2017-2018, Nguyễn Quang Linh: Trưởng ban truyền thông khóa 2017-2018, Đỗ Hoàng Phương Thảo: Trưởng ban tài chính nhân sự khóa 2017-2018, Lê Bình Dương: Chủ nhiệm khóa 2018-2019, Trần Đại Nghĩa: Chủ nhiệm khóa 2018-2019, Trần Việt Huy: Trưởng ban đào tạo khóa 2018-2019, Đỗ Mai Phương: Trưởng ban sự kiện khóa 2018-2019, Nguyễn Mạnh Cường: Chủ nhiệm khóa 2019-2020, Nguyễn Thế Anh: Phó chủ nhiệm khóa 2019-2020, Nguyễn Tùng Lâm: Phó chủ nhiệm khóa 2019-2020, Nguyễn Văn Tuệ: Trưởng ban đào tạo khóa 2019-2020, Trần Văn Thắng: Trưởng ban sự kiện khóa 2019-2020, Nguyễn Văn Hòa: Chủ nhiệm khóa 2020-2021, Nguyễn Văn Học: Chủ nhiệm khóa 2020-2021, Hoàng Đức Minh: Phó chủ nhiệm khóa 2021-2022, Nguyễn Duy Dũng: Phó chủ nhiệm khóa 2021-2022, Lê Xuân Minh: Phó chủ nhiệm khóa 2021-2022, Cồ thị Phương Hoa: Chủ nhiệm CLB khóa 2021-2022, Trần Vân Anh: Trưởng ban tài chính nhân sự khóa 2021-2022, Lê Quang Dũng: Trưởng ban truyền thông khóa 2021-2022, Đoàn Ngọc Khánh: Trưởng ban sự kiện khóa 2021-2022, Nguyễn Tiến Hùng: Phó chủ nhiệm khóa 2022-2023, Đỗ Xuân Hướng: Chủ nhiệm CLB khóa 2022-2023, Lưu Minh Hiếu: Phó chủ nhiệm khóa 2022-2023, Phạm Thị Linh Mỹ: Trưởng ban tài chính nhân sự khóa 2022-2023, Đặng Nguyệt Minh: Trưởng ban sự kiện khóa 2022-2023, Nguyễn Quốc Hưng: Trưởng ban đào tạo khóa 2022-2023, Đinh Hoàng Anh: Phó chủ nhiệm khóa 2023-2024, Đặng Trung Hiếu: Chủ nhiệm khóa 2023-2024, Phan Thanh Tân: Trưởng ban sự kiện khóa 2023-2024, Nguyễn Bá Việt Hoàng: Trưởng ban đối ngoại khóa 2023-2024, Bùi Thế Vĩnh Nguyên: Chủ nhiệm CLB khóa 2024-2025, Nguyễn Hoa Thanh Tùng: Phó chủ nhiệm khóa 2024-2025, Đặng Huyền Trang: Phó chủ nhiệm khóa 2024-2025, Giáp Minh Hiếu: Trưởng ban đào tạo khóa 2024-2025, Phan An Phúc: Trưởng ban sự kiện khóa 2024-2025, Đỗ Vũ Hải Đăng: Trưởng ban truyền thông khóa 2024-2025, Phạm Mai Linh: Trưởng ban đối ngoại khóa 2024-2025, Trần Ngọc Ánh: Trưởng ban tài chính nhân sự khóa 2024-2025",93,1.0
Ban sự kiện chịu trách nhiệm những phần việc nào?,"Khen thưởng: Mỗi tháng mới, các thành viên sẽ đều có 100 điểm rèn luyện. Với mỗi vi phạm sẽ bị trừ điểm tương ứng theo nội quy. Mỗi tháng sẽ chọn ra 3 thành viên có số điểm rèn luyện cao nhất trở thành: “Thành Viên Tiêu Biểu”. Các “Thành Viên Tiêu Biểu” sẽ được tuyên dương trên fanpage của CLB, và các hình thức khen thưởng khác (nếu có).",99,0.0
game c++ của khoá d20:,"game c++ của khoá d20: c++ là một trong những ngôn ngữ lập trình khá nổi tiếng, nó là bản nâng cấp của ngôn ngữ ngữ lập trình c khi có thêm oop (object oriented programming - lập trình hướng đối tượng). trong vòng 1 tháng các thành viên sẽ được làm quen với lập trình hướng đối tượng sử dụng ngôn ngữ c++. khóa học kết thúc bằng cuộc thi làm game, trong cuộc thi này các thành viên sẽ vận dụng kiến thức mình tích luỹ được để làm project đầu tiên trong sự nghiệp làm lập trình viên của mình.",65,1.0
"việc code chỉ là 1 phần trong số đó, em cố gắng thể hiện hết mình là được nhé, mọi nỗ lực em làm đều sẽ được anh chị ghi nhận và đánh giá.","TEAM DỰ ÁN: Team AI, Team Mobile, Team Data, Team Game, Team Web, Team Backend",4,0.0
"hòa đồng và hết mình, nhiệt tình trong các hoạt động.","văn hóa: tương thân, tương ái, sẵn sàng hỗ trợ, giúp đỡ không chỉ các bạn trong clb, mà cả các clb khác, các bạn trong trường, thầy cô,… khi mọi người cần sự giúp đỡ của mình. hòa đồng và hết mình, nhiệt tình trong các hoạt động. không nói bậy, ứng xử thiếu văn hóa. khi liên hoan, phải đợi tất cả đều có phần mới bắt đầu ăn. mặc áo clb trong các buổi họp tháng và sự kiện quan trọng. học thuộc 3 bài hát truyền thống của clb. khi hát bài hát truyền thống phải hát to, rõ ràng. khi ngồi họp hay sinh hoạt vòng tròn, tập thể, sự kiện thì tôn trọng những người đang nói. hạn chế tối đa tình cảm nam nữ với thành viên clb. khi sử dụng trụ sở: giữ gìn tài sản vật chất bên trong. trước khi ra khỏi phòng: tắt điện, tắt nước. dọn phòng. xóa bảng. tắt ti vi. đóng kín cửa sổ, cửa đi. đi lại nhẹ nhàng, giữ trật tự, không làm ồn.nếu vi phạm sẽ phạt cả nhóm sử dụng phòng hôm đó. đóng quỹ clb đúng thời hạn.",98,1.0
Thành viên CLB có thể đảm nhận những vị trí lãnh đạo nào?,"Các thành viên tiêu biểu: Chế Đình Sơn: Người sáng lập - Chủ nhiệm khóa 2010-2011, Nguyễn Tuấn Ninh: Phó chủ nhiệm CLB khóa 2011-2012, Cao Hải Yến: Chủ nhiệm CLB khóa 2011-2012, Chu Ngọc Định: Trưởng ban Tài chính - Nhân sự khóa 2012-2013, Lại Đắc Việt: Trưởng ban Đào Tạo khóa 2012-2013, Lê Văn Thanh: Trưởng ban Sự Kiện khóa 2012-2013, Lê Xuân Tùng: Trưởng ban Đào Tạo khóa 2013-2014, Trần Hoàng Linh: Trưởng ban sự kiện khóa 2013-2014, Nguyễn Hoàng Nam: Chủ nhiệm khóa 2015-2016, Trần Phú Quang: Phó chủ nhiệm khóa 2015-2016, Đàm Bá Quyền: Chủ nhiệm khóa 2016-2017, Nguyễn Nhân Đức: Phó Chủ Nhiệm khóa 2016-2017, Bùi Thị, Anh Phương: Trưởng ban Sự Kiện khóa 2016-2017, Nguyễn Công Hậu: Trưởng ban truyền thông khóa 2016-2107, Nguyễn Thắng Hải An: Phó chủ nhiệm khóa 2016-2107, Nguyễn Thị Phương: Trưởng ban tài chính nhân sự khóa 2016-2017, Triệu Khương Duy: Phó chủ nhiệm khóa 2017-2018, Nguyễn Quốc Bình: Chủ nhiệm khóa 2017-2018, Chu Văn Đăng: Trưởng ban sự kiện khóa 2017-2018, Lê Duy Bách: Thành viên ban đào tạo khóa 2017-2018, Nguyễn Quang Linh: Trưởng ban truyền thông khóa 2017-2018, Đỗ Hoàng Phương Thảo: Trưởng ban tài chính nhân sự khóa 2017-2018, Lê Bình Dương: Chủ nhiệm khóa 2018-2019, Trần Đại Nghĩa: Chủ nhiệm khóa 2018-2019, Trần Việt Huy: Trưởng ban đào tạo khóa 2018-2019, Đỗ Mai Phương: Trưởng ban sự kiện khóa 2018-2019, Nguyễn Mạnh Cường: Chủ nhiệm khóa 2019-2020, Nguyễn Thế Anh: Phó chủ nhiệm khóa 2019-2020, Nguyễn Tùng Lâm: Phó chủ nhiệm khóa 2019-2020, Nguyễn Văn Tuệ: Trưởng ban đào tạo khóa 2019-2020, Trần Văn Thắng: Trưởng ban sự kiện khóa 2019-2020, Nguyễn Văn Hòa: Chủ nhiệm khóa 2020-2021, Nguyễn Văn Học: Chủ nhiệm khóa 2020-2021, Hoàng Đức Minh: Phó chủ nhiệm khóa 2021-2022, Nguyễn Duy Dũng: Phó chủ nhiệm khóa 2021-2022, Lê Xuân Minh: Phó chủ nhiệm khóa 2021-2022, Cồ thị Phương Hoa: Chủ nhiệm CLB khóa 2021-2022, Trần Vân Anh: Trưởng ban tài chính nhân sự khóa 2021-2022, Lê Quang Dũng: Trưởng ban truyền thông khóa 2021-2022, Đoàn Ngọc Khánh: Trưởng ban sự kiện khóa 2021-2022, Nguyễn Tiến Hùng: Phó chủ nhiệm khóa 2022-2023, Đỗ Xuân Hướng: Chủ nhiệm CLB khóa 2022-2023, Lưu Minh Hiếu: Phó chủ nhiệm khóa 2022-2023, Phạm Thị Linh Mỹ: Trưởng ban tài chính nhân sự khóa 2022-2023, Đặng Nguyệt Minh: Trưởng ban sự kiện khóa 2022-2023, Nguyễn Quốc Hưng: Trưởng ban đào tạo khóa 2022-2023, Đinh Hoàng Anh: Phó chủ nhiệm khóa 2023-2024, Đặng Trung Hiếu: Chủ nhiệm khóa 2023-2024, Phan Thanh Tân: Trưởng ban sự kiện khóa 2023-2024, Nguyễn Bá Việt Hoàng: Trưởng ban đối ngoại khóa 2023-2024, Bùi Thế Vĩnh Nguyên: Chủ nhiệm CLB khóa 2024-2025, Nguyễn Hoa Thanh Tùng: Phó chủ nhiệm khóa 2024-2025, Đặng Huyền Trang: Phó chủ nhiệm khóa 2024-2025, Giáp Minh Hiếu: Trưởng ban đào tạo khóa 2024-2025, Phan An Phúc: Trưởng ban sự kiện khóa 2024-2025, Đỗ Vũ Hải Đăng: Trưởng ban truyền thông khóa 2024-2025, Phạm Mai Linh: Trưởng ban đối ngoại khóa 2024-2025, Trần Ngọc Ánh: Trưởng ban tài chính nhân sự khóa 2024-2025",93,1.0
"khóa học kết thúc bằng cuộc thi làm game, trong cuộc thi này các thành viên sẽ vận dụng kiến thức mình tích luỹ được để làm project đầu tiên trong sự nghiệp làm lập trình viên của mình.","học lập trình có cần giỏi toán không ạ ? Toán cũng là 1 lợi thế, tuy nhiên không giỏi cũng không sao.",34,0.0
Thành viên được phép vắng mặt trong những trường hợp nào?, Các thầy cô ưu ái it hay pro hơn thế ạ ? Ở CLB 2 năm mình chưa thấy các thầy cô ưu ái bên nào hơn cả. ,48,0.0
"phó chủ nhiệm clb khóa 2011-2012, cao hải yến:",Nếu chưa có kiến thức về lập trình thì có thể tham gia CLB không ? Đa số mọi người đều xuất phát từ con số 0 nên bạn cũng không cần lo lắng quá. Khi bạn vào CLB các anh chị sẽ tận tình chỉ dạy và nếu bạn cố gắng thì khả năng code của bạn sẽ ngày càng được cải thiện.,11,0.0
CLB tổ chức những hoạt động nào để phát triển kỹ năng lập trình cho thành viên?,"CLB Lập Trình PTIT là một trong những CLB học thuật được thành lập sớm nhất tại Học viện. CLB có một bề dày truyền thống đáng tự hào, một truyền thống được xây dựng và ngày càng lớn mạnh qua từng thế hệ, từng giải thưởng, từng thành tựu mà CLB đã đạt được.",89,0.0
khóa học kéo dài trong 1 tháng sẽ giúp mọi người có được tư duy lập trình hướng đối tượng.,"kì 2 năm hai: khóa học kéo dài trong 1 tháng sẽ giúp mọi người có được tư duy lập trình hướng đối tượng. bên cạnh đó mọi người còn học ngôn ngữ java, một ngôn ngữ lập trình hướng đối tượng, để có thể tự viết cho mình một ứng dụng bằng java đơn giản qua cuộc thi progapp.",62,1.0
Thành viên được phép vắng mặt trong những trường hợp nào?,"Tác phong: Đi học, tham gia sự kiện đúng giờ. Các thành viên nên đến sớm trước 5 phút so với giờ bắt đầu. Đối với người chủ trì buổi học, sự kiện nếu sau 15 phút không có mặt, các thành viên tham gia có thể tự do ra về nghỉ ngơi, và báo cáo lại cho Ban nhân sự. Nếu đến muộn phải xin trước 2 tiếng, nếu nghỉ phải xin trước 1 ngày, liên lạc trực tiếp với người chủ trì buổi đó. Đối với người chủ trì buổi đó, đến muộn phải thông báo lùi lịch trước 12 tiếng, nếu nghỉ phải thông báo nghỉ và kế hoạch tổ chức bù trước ít nhất 2 ngày. Khi sinh hoạt ở CLB, yêu cầu mặc quần áo nghiêm túc, sử dụng quần dài quá đầu gối, không sử dụng các loại áo ba lỗ, áo croptop, áo hai dây hoặc các loại tương tự. Không đi dép lê trong các hoạt động của CLB. Nhận được thông báo về lịch học, sự kiện,… thì đều phải trả lời xác nhận theo hướng dẫn của người đăng bài. Ăn nói, giao tiếp, ứng xử có văn hóa.",96,1.0
CLB làm thế nào để duy trì liên lạc với cựu thành viên?,"Văn hóa: Tương thân, tương ái, sẵn sàng hỗ trợ, giúp đỡ không chỉ các bạn trong CLB, mà cả các CLB khác, các bạn trong trường, thầy cô,… khi mọi người cần sự giúp đỡ của mình. Hòa đồng và hết mình, nhiệt tình trong các hoạt động. Không nói bậy, ứng xử thiếu văn hóa. Khi liên hoan, phải đợi tất cả đều có phần mới bắt đầu ăn. Mặc áo CLB trong các buổi họp tháng và sự kiện quan trọng. Học thuộc 3 bài hát truyền thống của CLB. Khi hát bài hát truyền thống phải hát to, rõ ràng. Khi ngồi họp hay sinh hoạt vòng tròn, tập thể, sự kiện thì tôn trọng những người đang nói. Hạn chế tối đa tình cảm nam nữ với thành viên CLB. Khi sử dụng trụ sở: Giữ gìn tài sản vật chất bên trong. Trước khi ra khỏi phòng: Tắt điện, tắt nước. Dọn phòng. Xóa bảng. Tắt ti vi. Đóng kín cửa sổ, cửa đi. Đi lại nhẹ nhàng, giữ trật tự, không làm ồn.Nếu vi phạm sẽ phạt cả nhóm sử dụng phòng hôm đó. Đóng quỹ CLB đúng thời hạn.",98,1.0
